Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides sample_1,Peptides sample_10,Peptides sample_11,Peptides sample_12,Peptides sample_13,Peptides sample_14,Peptides sample_2,Peptides sample_3,Peptides sample_4,Peptides sample_5,Peptides sample_6,Peptides sample_7,Peptides sample_8,Peptides sample_9,Razor + unique peptides sample_1,Razor + unique peptides sample_10,Razor + unique peptides sample_11,Razor + unique peptides sample_12,Razor + unique peptides sample_13,Razor + unique peptides sample_14,Razor + unique peptides sample_2,Razor + unique peptides sample_3,Razor + unique peptides sample_4,Razor + unique peptides sample_5,Razor + unique peptides sample_6,Razor + unique peptides sample_7,Razor + unique peptides sample_8,Razor + unique peptides sample_9,Unique peptides sample_1,Unique peptides sample_10,Unique peptides sample_11,Unique peptides sample_12,Unique peptides sample_13,Unique peptides sample_14,Unique peptides sample_2,Unique peptides sample_3,Unique peptides sample_4,Unique peptides sample_5,Unique peptides sample_6,Unique peptides sample_7,Unique peptides sample_8,Unique peptides sample_9,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Fraction average,Fraction 1,Experiment sample_1,Experiment sample_10,Experiment sample_11,Experiment sample_12,Experiment sample_13,Experiment sample_14,Experiment sample_2,Experiment sample_3,Experiment sample_4,Experiment sample_5,Experiment sample_6,Experiment sample_7,Experiment sample_8,Experiment sample_9,PEP,Ratio H/L,Ratio H/L normalized,Ratio H/L variability [%],Ratio H/L count,Ratio H/L sample_1,Ratio H/L normalized sample_1,Ratio H/L variability [%] sample_1,Ratio H/L count sample_1,Ratio H/L sample_10,Ratio H/L normalized sample_10,Ratio H/L variability [%] sample_10,Ratio H/L count sample_10,Ratio H/L sample_11,Ratio H/L normalized sample_11,Ratio H/L variability [%] sample_11,Ratio H/L count sample_11,Ratio H/L sample_12,Ratio H/L normalized sample_12,Ratio H/L variability [%] sample_12,Ratio H/L count sample_12,Ratio H/L sample_13,Ratio H/L normalized sample_13,Ratio H/L variability [%] sample_13,Ratio H/L count sample_13,Ratio H/L sample_14,Ratio H/L normalized sample_14,Ratio H/L variability [%] sample_14,Ratio H/L count sample_14,Ratio H/L sample_2,Ratio H/L normalized sample_2,Ratio H/L variability [%] sample_2,Ratio H/L count sample_2,Ratio H/L sample_3,Ratio H/L normalized sample_3,Ratio H/L variability [%] sample_3,Ratio H/L count sample_3,Ratio H/L sample_4,Ratio H/L normalized sample_4,Ratio H/L variability [%] sample_4,Ratio H/L count sample_4,Ratio H/L sample_5,Ratio H/L normalized sample_5,Ratio H/L variability [%] sample_5,Ratio H/L count sample_5,Ratio H/L sample_6,Ratio H/L normalized sample_6,Ratio H/L variability [%] sample_6,Ratio H/L count sample_6,Ratio H/L sample_7,Ratio H/L normalized sample_7,Ratio H/L variability [%] sample_7,Ratio H/L count sample_7,Ratio H/L sample_8,Ratio H/L normalized sample_8,Ratio H/L variability [%] sample_8,Ratio H/L count sample_8,Ratio H/L sample_9,Ratio H/L normalized sample_9,Ratio H/L variability [%] sample_9,Ratio H/L count sample_9,Sequence coverage sample_1 [%],Sequence coverage sample_10 [%],Sequence coverage sample_11 [%],Sequence coverage sample_12 [%],Sequence coverage sample_13 [%],Sequence coverage sample_14 [%],Sequence coverage sample_2 [%],Sequence coverage sample_3 [%],Sequence coverage sample_4 [%],Sequence coverage sample_5 [%],Sequence coverage sample_6 [%],Sequence coverage sample_7 [%],Sequence coverage sample_8 [%],Sequence coverage sample_9 [%],Intensity,Intensity L,Intensity H,Intensity sample_1,Intensity L sample_1,Intensity H sample_1,Intensity sample_10,Intensity L sample_10,Intensity H sample_10,Intensity sample_11,Intensity L sample_11,Intensity H sample_11,Intensity sample_12,Intensity L sample_12,Intensity H sample_12,Intensity sample_13,Intensity L sample_13,Intensity H sample_13,Intensity sample_14,Intensity L sample_14,Intensity H sample_14,Intensity sample_2,Intensity L sample_2,Intensity H sample_2,Intensity sample_3,Intensity L sample_3,Intensity H sample_3,Intensity sample_4,Intensity L sample_4,Intensity H sample_4,Intensity sample_5,Intensity L sample_5,Intensity H sample_5,Intensity sample_6,Intensity L sample_6,Intensity H sample_6,Intensity sample_7,Intensity L sample_7,Intensity H sample_7,Intensity sample_8,Intensity L sample_8,Intensity H sample_8,Intensity sample_9,Intensity L sample_9,Intensity H sample_9
P33315,P33315,17,17,17,Transketolase 2,TKL2,>sp|P33315|TKT2_YEAST Transketolase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TKL2 PE=1 SV=1,1,17,17,17,13,10,13,13,10,14,15,12,11,13,13,13,13,11,13,10,13,13,10,14,15,12,11,13,13,13,13,11,13,10,13,13,10,14,15,12,11,13,13,13,13,11,34.4,34.4,34.4,75.028,681,681,1,302,26,17,26,20,14,32,25,27,14,26,22,18,20,15,0,0.11471,0.12212,63.022,250,0.066205,0.067985,67.118,20,0.26645,0.25008,25.869,17,0.10352,0.13322,38.892,22,0.17036,0.17295,61.514,17,0.14499,0.13911,16.894,11,0.065776,0.066444,44.376,25,0.10305,0.098099,74.021,22,0.066262,0.064718,43.945,20,0.16885,0.16299,64.512,14,0.088828,0.087379,39.867,19,0.097942,0.09609,73.996,20,0.10799,0.12815,43.241,15,0.097464,0.088618,46.661,17,0.20762,0.21696,25.024,11,32,25.8,33.3,28.8,28.3,27.9,32.9,29.2,27.8,29.2,27.5,32.2,32.3,30.7,30788000000,27737000000,3050600000,4147100000,3748400000,398670000,782970000,600690000,182280000,1969300000,1759600000,209720000,1014200000,786680000,227520000,490890000,425730000,65156000,6424500000,5932400000,492080000,994800000,878880000,115920000,6593100000,6095800000,497310000,504580000,425980000,78603000,3173600000,2902300000,271320000,1673400000,1434900000,238540000,873640000,793680000,79962000,1610200000,1505400000,104820000,535270000,446620000,88647000
P33317,P33317,5,5,5,Deoxyuridine 5-triphosphate nucleotidohydrolase,DUT1,>sp|P33317|DUT_YEAST Deoxyuridine 5-triphosphate nucleotidohydrolase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DUT1 PE=1 SV=2,1,5,5,5,4,2,4,2,1,2,2,5,2,3,3,3,3,2,4,2,4,2,1,2,2,5,2,3,3,3,3,2,4,2,4,2,1,2,2,5,2,3,3,3,3,2,58.5,58.5,58.5,15.307,147,147,1,57,6,4,5,3,2,4,3,7,3,5,4,4,4,3,1.04E-35,1.208,1.1984,18.221,51,1.0232,1.0844,4.8189,4,1.2394,1.1047,1.5077,4,0.94288,1.1763,13.057,4,1.3257,1.299,9.4213,3,1.2907,1.248,12.646,2,1.8158,1.8456,17.757,4,1.2137,1.1845,12.308,3,1.1601,1.2027,21.933,6,1.3207,1.2028,16.25,3,1.193,1.1376,9.4866,5,1.33,1.2766,8.3646,4,1.0382,1.2648,12.056,3,1.4998,1.3543,14.677,3,1.1625,1.1737,23.878,3,39.5,18.4,39.5,18.4,9.5,17.7,18.4,58.5,18.4,26.5,31.3,37.4,37.4,18.4,2441600000,1123900000,1317700000,311100000,151880000,159220000,293630000,137410000,156220000,174870000,91915000,82957000,96697000,44337000,52359000,47493000,23233000,24260000,351810000,118770000,233030000,27048000,11960000,15088000,614880000,293040000,321840000,24559000,10118000,14441000,251130000,131580000,119550000,120030000,52803000,67226000,33917000,15500000,18418000,38561000,15721000,22840000,55876000,25674000,30203000
P33322,P33322,9,9,9,H/ACA ribonucleoprotein complex subunit 4,CBF5,>sp|P33322|CBF5_YEAST H/ACA ribonucleoprotein complex subunit 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CBF5 PE=1 SV=1,1,9,9,9,5,6,6,7,5,7,6,7,7,6,9,7,7,6,5,6,6,7,5,7,6,7,7,6,9,7,7,6,5,6,6,7,5,7,6,7,7,6,9,7,7,6,28.6,28.6,28.6,54.704,483,483,1,148,9,14,11,11,9,13,7,11,11,10,12,11,11,8,2.78E-275,1.0777,1.0301,22.212,126,0.87195,0.9426,23.07,7,1.2637,1.0278,31.757,10,0.84603,1.0938,16.206,7,1.178,1.0636,20.779,11,1.1212,1.0797,15.989,8,1.1748,1.1613,17.977,10,0.97946,0.92495,16.211,7,0.88067,0.8586,36.778,9,1.1261,1.0316,12.596,11,1.0077,0.96242,15.396,8,1.0813,1.0567,18.449,11,0.79147,0.8836,26.424,10,1.1343,1.0036,21.855,9,1.1824,1.1271,20.532,8,17.2,22.2,22.2,25.9,20.5,26.1,22.2,24.6,26.1,22.2,28.6,24.6,24.6,22.2,12964000000,6361500000,6602300000,384110000,195380000,188730000,789440000,350960000,438480000,840960000,448730000,392230000,726760000,346860000,379910000,155580000,75404000,80178000,1101000000,497240000,603760000,473040000,238030000,235000000,1930400000,995300000,935090000,1765500000,838030000,927490000,815740000,411040000,404700000,902940000,425110000,477830000,1118500000,631850000,486700000,808770000,369440000,439320000,1151000000,538140000,612830000
P33324,P33324,5,4,4,CRAL-TRIO domain-containing protein YKL091C,YKL091C,>sp|P33324|YKJ1_YEAST CRAL-TRIO domain-containing protein YKL091C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YKL091C PE=1 SV=2,1,5,4,4,2,3,3,4,3,3,4,4,4,2,3,4,4,4,2,3,3,4,3,3,3,3,4,2,3,4,4,4,2,3,3,4,3,3,3,3,4,2,3,4,4,4,23.2,20,20,36.073,310,310,1,63,3,4,3,5,6,3,7,4,5,2,3,5,7,6,1.91E-39,1.5067,1.5233,35.384,59,1.0627,1.1886,32.01,3,2.0425,1.8714,40.991,4,1.1547,1.4387,27.961,3,1.7535,1.6923,62.136,4,2.417,2.2369,34.143,5,1.4402,1.4557,34.627,3,1.4874,1.5062,33.421,6,1.148,1.2087,29.278,3,1.8613,1.803,26.399,5,1.6975,1.7058,12.028,2,2.3046,2.2705,30.671,3,1.2832,1.5807,17.562,5,2.0114,1.827,25.12,7,1.1487,1.177,50.066,6,9.7,14.8,14.8,20,15.2,14.8,18.4,18.1,20,9.7,14.8,20,20,20,1912500000,739390000,1173100000,117530000,48920000,68613000,159980000,58076000,101910000,77533000,35821000,41712000,130680000,48295000,82387000,123940000,47896000,76045000,89316000,37177000,52139000,157370000,65923000,91447000,121430000,54102000,67329000,141040000,52921000,88115000,78914000,25499000,53415000,130930000,34795000,96136000,183630000,73453000,110180000,175300000,61098000,114200000,224930000,95411000,129520000
P33327,P33327,29,29,29,NAD-specific glutamate dehydrogenase,GDH2,>sp|P33327|DHE2_YEAST NAD-specific glutamate dehydrogenase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GDH2 PE=1 SV=1,1,29,29,29,15,19,18,21,14,15,12,19,13,16,16,15,16,15,15,19,18,21,14,15,12,19,13,16,16,15,16,15,15,19,18,21,14,15,12,19,13,16,16,15,16,15,41.3,41.3,41.3,124.33,1092,1092,1,284,21,24,23,23,16,18,15,27,19,20,18,22,21,17,0,0.13374,0.14265,62.373,223,0.12688,0.14358,40.645,17,0.16275,0.15877,53.317,20,0.12039,0.14799,75.739,18,0.13753,0.13347,43.949,18,0.14169,0.13685,43.587,11,0.16569,0.15674,28.762,14,0.13594,0.1334,36.845,12,0.13004,0.14122,51.806,20,0.11911,0.11889,91.648,15,0.146,0.15047,108.73,16,0.1112,0.11205,75.613,15,0.098497,0.11776,73.292,15,0.11729,0.11045,56.641,17,0.1409,0.15006,44.304,15,18.7,25.8,24.2,27.5,17.7,19.5,14.6,24.6,16.8,22.3,21.2,20.8,21.1,20.7,8225000000,6960200000,1264800000,860330000,721860000,138470000,477970000,411200000,66770000,764630000,667820000,96810000,620730000,543960000,76778000,197330000,168830000,28505000,612820000,516570000,96252000,270980000,234530000,36450000,1198500000,1027000000,171450000,407610000,297760000,109840000,712500000,581830000,130670000,689990000,572380000,117600000,630640000,539790000,90856000,302740000,260820000,41921000,478230000,415830000,62400000
P33328,P33328,3,3,2,Synaptobrevin homolog 2,SNC2,>sp|P33328|SNC2_YEAST Synaptobrevin homolog 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SNC2 PE=1 SV=2,1,3,3,2,1,2,2,1,2,2,2,1,2,2,2,3,3,2,1,2,2,1,2,2,2,1,2,2,2,3,3,2,1,1,1,1,2,1,1,1,1,1,2,2,2,2,40.9,40.9,28.7,12.957,115,115,1,47,3,3,3,4,4,4,3,4,2,3,3,4,4,3,1.02E-58,0.65191,0.68304,18.768,46,0.63993,0.71866,7.1609,3,0.63035,0.5764,19.329,3,0.45007,0.55805,8.4716,3,0.62528,0.61352,15.183,4,0.62745,0.60164,12.542,4,0.90924,0.89148,11.425,4,0.69556,0.68932,26.968,3,0.70791,0.75928,16.049,3,0.56645,0.55185,13.982,2,0.69574,0.71219,5.5174,3,0.63267,0.68018,25.197,3,0.57278,0.69841,18.155,4,0.67868,0.64138,16.559,4,0.67839,0.66382,13.883,3,18.3,30.4,30.4,18.3,28.7,30.4,22.6,18.3,22.6,30.4,28.7,40.9,40.9,28.7,980240000,543440000,436800000,164170000,98195000,65972000,59138000,35414000,23724000,58508000,38066000,20442000,46814000,28215000,18599000,32266000,18284000,13982000,165780000,81778000,84000000,14438000,8404600,6033000,239910000,113980000,125940000,2750600,1548200,1202400,98359000,61570000,36788000,40561000,24720000,15841000,17496000,9923000,7573400,16187000,9487100,6699400,23867000,13862000,10005000
P33329,P33329,2,2,2,Serine/threonine-protein phosphatase PP-Z2,PPZ2,>sp|P33329|PPZ2_YEAST Serine/threonine-protein phosphatase PP-Z2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PPZ2 PE=1 SV=4,1,2,2,2,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5.2,5.2,5.2,78.491,710,710,1,23,1,3,1,3,,1,1,1,2,1,1,2,3,3,1.02E-37,0.32311,0.33816,37.478,20,NaN,NaN,NaN,1,0.33986,0.32508,25.69,2,NaN,NaN,NaN,1,0.28947,0.28639,76.164,3,NaN,NaN,NaN,0,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,1,0.30682,0.30197,7.7194,2,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,1,0.39608,0.35465,6.7823,3,0.33151,0.333,57.821,2,2.5,5.2,2.5,2.5,0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,270980000,184800000,86182000,14602000,11151000,3450900,26934000,17076000,9857900,5132000,4518800,613190,27777000,18682000,9095000,0,0,0,11381000,7451000,3929800,13416000,9152400,4263700,14663000,9911500,4751000,18201000,13190000,5011000,12372000,8566400,3805400,6224000,4902200,1321800,43936000,28621000,15315000,53485000,35387000,18098000,22856000,16186000,6669600
P33330,P33330,17,17,17,Phosphoserine aminotransferase,SER1,>sp|P33330|SERC_YEAST Phosphoserine aminotransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SER1 PE=1 SV=1,1,17,17,17,15,12,13,15,12,15,15,15,12,16,15,16,15,13,15,12,13,15,12,15,15,15,12,16,15,16,15,13,15,12,13,15,12,15,15,15,12,16,15,16,15,13,61.5,61.5,61.5,43.415,395,395,1,379,27,23,28,28,24,33,30,29,20,30,28,30,28,21,0,1.1236,1.1149,22.253,325,1.1296,1.189,19.498,23,1.5222,1.3631,22.69,19,0.92594,1.1094,27.077,23,1.2412,1.1572,22.382,24,1.0459,1.0235,23.215,20,0.9471,0.95399,31.863,30,1.1703,1.1216,14.397,26,1.1545,1.1829,17.801,22,1.0368,0.99851,13.995,18,1.1479,1.1644,14.034,26,1.1751,1.1131,14.021,23,0.86516,1.0257,19.398,28,1.2597,1.1536,17.757,26,1.2902,1.3365,21.038,17,53.4,44.3,49.1,52.2,46.6,55.7,52.2,51.1,48.1,55.9,52.2,61.3,55.7,46.1,30067000000,14503000000,15565000000,2472800000,1133000000,1339900000,1156800000,480220000,676600000,2252900000,1186000000,1066800000,2013300000,955590000,1057700000,1192500000,569940000,622600000,3174000000,1618200000,1555800000,2202300000,1003100000,1199200000,3402400000,1534800000,1867600000,1487000000,748030000,739000000,2397400000,1128000000,1269500000,2083100000,946360000,1136700000,3246000000,1806200000,1439800000,1869500000,884640000,984900000,1117300000,508650000,608650000
P33331,P33331,1,1,1,Nuclear transport factor 2,NTF2,>sp|P33331|NTF2_YEAST Nuclear transport factor 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NTF2 PE=1 SV=2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.4,6.4,6.4,14.453,125,125,1,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00057982,1.0786,1.0992,7.5134,14,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,1,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,802740000,385820000,416910000,86442000,41074000,45368000,37558000,17017000,20541000,45685000,23216000,22469000,26205000,11700000,14505000,22479000,9795600,12683000,156630000,77747000,78879000,22778000,10711000,12068000,202030000,97567000,104470000,13405000,6700700,6704600,104540000,50008000,54533000,29018000,12450000,16568000,23049000,12068000,10981000,15673000,6759700,8912900,17242000,9010300,8231500
P33332,P33332,8,8,8,Exocyst complex component SEC3,SEC3,>sp|P33332|SEC3_YEAST Exocyst complex component SEC3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEC3 PE=1 SV=1,1,8,8,8,2,2,0,2,0,4,3,3,0,0,3,0,1,1,2,2,0,2,0,4,3,3,0,0,3,0,1,1,2,2,0,2,0,4,3,3,0,0,3,0,1,1,9,9,9,154.69,1336,1336,1,28,3,2,,2,,4,3,5,,,7,,1,1,1.15E-39,0.84888,0.85046,56.425,21,NaN,NaN,NaN,1,0.67901,0.65624,13.205,2,NaN,NaN,NaN,0,0.79002,0.7797,19.357,2,NaN,NaN,NaN,0,1.1117,1.088,28.23,3,0.84271,0.83546,148.17,3,0.95591,0.97706,3.5171,3,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.0562,0.98571,32.116,6,NaN,NaN,NaN,0,NaN,NaN,NaN,1,NaN,NaN,NaN,0,2.4,2.2,0,3,0,4.7,3.7,3.3,0,0,4,0,1.6,1.7,209970000,99922000,110050000,10748000,4822000,5926200,13424000,8083100,5340600,0,0,0,31956000,14967000,16989000,0,0,0,50928000,24285000,26643000,12636000,6736700,5899800,28862000,14445000,14417000,0,0,0,0,0,0,56150000,23433000,32717000,0,0,0,5263100,3150000,2113100,0,0,0
P33333,P33333,5,5,5,Probable 1-acyl-sn-glycerol-3-phosphate acyltransferase,SLC1,>sp|P33333|PLSC_YEAST Probable 1-acyl-sn-glycerol-3-phosphate acyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SLC1 PE=1 SV=1,1,5,5,5,3,3,3,3,1,2,3,4,1,2,2,4,3,0,3,3,3,3,1,2,3,4,1,2,2,4,3,0,3,3,3,3,1,2,3,4,1,2,2,4,3,0,29,29,29,33.887,303,303,1,41,4,3,5,3,1,3,4,5,1,3,2,4,3,,1.47E-51,0.98481,0.97207,25.314,36,0.98951,1.0299,9.5313,3,1.1094,1.047,13.345,2,0.7267,0.84246,18.906,5,1.0027,0.99979,18.23,3,NaN,NaN,NaN,1,1.4256,1.4052,9.3458,3,1.0307,1.0142,17.369,4,1.0805,1.126,50.5,3,NaN,NaN,NaN,1,0.83243,0.84051,27.914,3,0.96009,0.87785,24.672,2,0.74128,0.90713,2.6981,3,1.0924,1.0026,14.414,3,NaN,NaN,NaN,0,18.2,22.4,18.2,18.2,3.3,9.2,14.2,21.5,7.6,9.2,9.2,23.1,14.2,0,697710000,363110000,334610000,75749000,35823000,39926000,52136000,27200000,24936000,94838000,60606000,34232000,44164000,22893000,21271000,417720,241600,176130,68776000,32390000,36386000,61184000,28881000,32303000,86860000,46293000,40567000,36346000,17594000,18753000,58883000,33388000,25494000,19098000,10793000,8304700,43600000,24693000,18907000,55663000,22313000,33350000,0,0,0
P33334,P33334,7,7,7,Pre-mRNA-splicing factor 8,PRP8,>sp|P33334|PRP8_YEAST Pre-mRNA-splicing factor 8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRP8 PE=1 SV=1,1,7,7,7,2,1,1,2,1,3,2,2,2,0,2,2,2,2,2,1,1,2,1,3,2,2,2,0,2,2,2,2,2,1,1,2,1,3,2,2,2,0,2,2,2,2,3.8,3.8,3.8,279.5,2413,2413,1,24,2,1,1,2,1,3,2,2,2,,2,2,2,2,1.20E-21,0.77425,0.74079,33.29,19,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,1,0.57839,0.54451,45.634,2,NaN,NaN,NaN,1,0.94222,0.93354,23.687,2,NaN,NaN,NaN,1,NaN,NaN,NaN,1,0.72033,0.71242,10.249,2,NaN,NaN,NaN,0,0.57261,0.55543,20.943,2,NaN,NaN,NaN,1,0.80892,0.78512,23.822,2,0.53811,0.52706,23.404,2,1.5,0.5,0.5,1.2,0.5,1.7,1,1.5,1,0,1,0.9,1,1.2,160130000,88898000,71231000,9883600,3784900,6098700,1637100,823990,813080,6787800,4820900,1966900,9519900,5793000,3726900,5243200,1662900,3580400,43836000,25290000,18546000,8220700,4387100,3833700,23649000,13757000,9892400,10778000,5753200,5024300,0,0,0,20323000,12327000,7996400,3208700,1897200,1311500,7307100,3236400,4070700,9735000,5364300,4370700
P33338,P33338,13,13,13,Protein SLA2,SLA2,>sp|P33338|SLA2_YEAST Protein SLA2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SLA2 PE=1 SV=5,1,13,13,13,6,7,9,8,7,10,5,8,5,8,8,5,5,7,6,7,9,8,7,10,5,8,5,8,8,5,5,7,6,7,9,8,7,10,5,8,5,8,8,5,5,7,25.1,25.1,25.1,108.91,968,968,1,169,10,14,15,13,8,16,10,13,9,12,15,10,10,14,4.29E-277,0.71391,0.71633,20.101,149,0.6312,0.68134,24.571,10,0.72551,0.69421,11.505,13,0.57588,0.73214,19.935,14,0.77963,0.73268,23,13,0.72138,0.65827,41.571,8,0.81632,0.82578,17.322,13,0.70668,0.68002,19.67,7,0.66213,0.69537,23.518,13,0.77085,0.76697,9.3226,8,0.69398,0.68574,17.177,10,0.73063,0.71643,18.023,14,0.58338,0.72347,18.604,7,0.78209,0.78555,19.21,9,0.70203,0.70372,9.8197,10,10.6,12.6,19,16.2,12.5,17.4,9.2,13.8,7.7,13.7,13.8,9.2,9.2,12.1,4632600000,2672500000,1960100000,370930000,234300000,136630000,352990000,201080000,151910000,437140000,265700000,171440000,349520000,194400000,155120000,62481000,34908000,27573000,484470000,251410000,233070000,172180000,101640000,70546000,719520000,396450000,323070000,269430000,153600000,115830000,276990000,164020000,112970000,368020000,210960000,157060000,249820000,167760000,82064000,183850000,109180000,74670000,335250000,187110000,148140000
P33399,P33399,7,7,7,La protein homolog,LHP1,>sp|P33399|LHP1_YEAST La protein homolog OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LHP1 PE=1 SV=2,1,7,7,7,5,3,5,3,2,4,3,5,3,7,5,4,4,2,5,3,5,3,2,4,3,5,3,7,5,4,4,2,5,3,5,3,2,4,3,5,3,7,5,4,4,2,33.5,33.5,33.5,32.104,275,275,1,67,8,4,7,4,2,5,4,5,3,8,6,4,4,3,8.40E-80,0.80436,0.82643,11.578,52,0.73268,0.81418,8.4513,6,0.97671,0.869,12.511,3,0.65527,0.82464,11.5,5,0.90133,0.88387,0.68651,3,0.97451,0.93579,4.2298,2,1.0093,1.0581,9.1185,3,0.80273,0.79368,2.5023,3,0.68154,0.70195,11.188,5,0.78769,0.77428,20.322,3,0.79441,0.75809,10.67,6,0.83398,0.80259,4.5164,4,0.64081,0.79436,9.2017,3,0.90891,0.85782,8.7289,3,0.91651,0.94314,11.314,3,24,20,27.3,20,13.8,21.8,14.9,25.5,19.6,33.5,29.5,21.1,21.1,13.8,2153300000,1171700000,981670000,312400000,168520000,143880000,123940000,63955000,59984000,321850000,190430000,131420000,159360000,79033000,80328000,30151000,15628000,14523000,158810000,71807000,87000000,40937000,21845000,19092000,242360000,140710000,101650000,47200000,27412000,19788000,304720000,162870000,141850000,177400000,99653000,77747000,50119000,29890000,20229000,42595000,23386000,19209000,141480000,76509000,64975000
P33401,P33401,10,9,9,Phosphoglucomutase-1,PGM1,>sp|P33401|PGM1_YEAST Phosphoglucomutase-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PGM1 PE=1 SV=1,1,10,9,9,6,6,5,5,5,6,5,7,5,6,5,6,6,6,5,5,4,4,4,5,4,6,4,5,4,5,5,5,5,5,4,4,4,5,4,6,4,5,4,5,5,5,26.1,24.6,24.6,63.111,570,570,1,96,8,7,7,5,4,10,6,9,6,9,6,6,6,7,1.58E-240,1.9149,1.9562,38.255,79,1.854,2.0446,46.795,7,1.8846,1.8351,13.809,5,1.6293,2.1421,55.793,6,1.6778,1.6084,23.942,5,2.0731,2.034,35.063,4,1.5981,1.6051,17.685,7,1.9468,1.9402,42.479,5,1.9922,2.112,51.724,9,1.9412,1.9287,20.191,5,2.5201,2.5246,23.778,7,2.5272,2.4809,54.582,6,1.1987,1.4546,36.317,4,2.1373,2.0188,45.707,5,1.7466,1.7027,18.47,4,16.8,16.8,13,13,13,16.8,11.9,18.9,11.9,16.8,12.8,14,14.9,18.4,4016400000,1497400000,2518900000,492090000,202450000,289630000,180450000,62710000,117740000,336800000,147870000,188940000,291260000,98784000,192470000,105410000,34878000,70528000,424370000,160020000,264350000,167690000,63909000,103780000,633740000,242640000,391090000,178250000,68437000,109810000,332590000,97154000,235430000,366620000,131460000,235160000,154300000,67770000,86527000,113520000,48382000,65141000,239280000,70964000,168320000
P33411,P33411,2,2,2,Pre-mRNA-splicing factor 18,PRP18,>sp|P33411|PRP18_YEAST Pre-mRNA-splicing factor 18 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRP18 PE=1 SV=3,1,2,2,2,2,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,1,0,0,0,10,10,10,28.377,251,251,1,5,2,,,,,1,,1,,,1,,,,0.00012504,0.63358,0.68591,52.124,5,1.1018,1.1688,64.491,2,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,10,0,0,0,0,6,0,6,0,0,6,0,0,0,78462000,52619000,25843000,25570000,13829000,11741000,0,0,0,0,0,0,0,0,0,0,0,0,26655000,19911000,6744000,0,0,0,17800000,13507000,4293900,0,0,0,0,0,0,8436200,5372900,3063300,0,0,0,0,0,0,0,0,0
